instance pattern_n pattern_d target_n target_d
all-images-CVIU11-pattern36-target129 96 0.0578947 1751 0.00330717
all-images-CVIU11-pattern36-target13 96 0.0578947 3947 0.0014734
all-images-CVIU11-pattern36-target130 96 0.0578947 1721 0.00339919
all-images-CVIU11-pattern36-target131 96 0.0578947 2645 0.00223011
all-images-CVIU11-pattern36-target132 96 0.0578947 3025 0.00195286
all-images-CVIU11-pattern36-target133 96 0.0578947 2792 0.00211409
all-images-CVIU11-pattern36-target134 96 0.0578947 3182 0.00186288
all-images-CVIU11-pattern36-target135 96 0.0578947 2888 0.0020447
all-images-CVIU11-pattern36-target136 96 0.0578947 3109 0.00191105
all-images-CVIU11-pattern36-target137 96 0.0578947 1765 0.00334612
all-images-CVIU11-pattern36-target138 96 0.0578947 5530 0.00107518
all-images-CVIU11-pattern36-target139 96 0.0578947 2051 0.00289401
all-images-CVIU11-pattern36-target14 96 0.0578947 1845 0.00310213
all-images-CVIU11-pattern36-target140 96 0.0578947 2299 0.00255229
all-images-CVIU11-pattern36-target141 96 0.0578947 2036 0.00285717
all-images-CVIU11-pattern36-target142 96 0.0578947 2988 0.0019845
all-images-CVIU11-pattern36-target143 96 0.0578947 2450 0.00242265
all-images-CVIU11-pattern36-target144 96 0.0578947 3449 0.00168683
all-images-CVIU11-pattern36-target145 96 0.0578947 2119 0.00276245
all-images-CVIU11-pattern36-target146 96 0.0578947 4549 0.00131104
all-images-CVIU11-pattern36-target15 96 0.0578947 1385 0.00422049
all-images-CVIU11-pattern36-target16 96 0.0578947 2185 0.00259428
all-images-CVIU11-pattern36-target17 96 0.0578947 4361 0.001359
all-images-CVIU11-pattern36-target18 96 0.0578947 4299 0.00136948
all-images-CVIU11-pattern36-target19 96 0.0578947 5916 0.000998824
all-images-CVIU11-pattern36-target2 96 0.0578947 3621 0.00158636
all-images-CVIU11-pattern36-target20 96 0.0578947 4682 0.00125513
all-images-CVIU11-pattern36-target21 96 0.0578947 3875 0.00151108
all-images-CVIU11-pattern36-target22 96 0.0578947 2858 0.00206091
all-images-CVIU11-pattern36-target23 96 0.0578947 4264 0.0013695
all-images-CVIU11-pattern36-target24 96 0.0578947 1478 0.0038928
all-images-CVIU11-pattern36-target25 96 0.0578947 2778 0.00204265
all-images-CVIU11-pattern36-target26 96 0.0578947 2123 0.00267569
all-images-CVIU11-pattern36-target27 96 0.0578947 3551 0.00164302
all-images-CVIU11-pattern36-target28 96 0.0578947 1718 0.00333039
all-images-CVIU11-pattern36-target29 96 0.0578947 5578 0.00106125
all-images-CVIU11-pattern36-target3 96 0.0578947 4501 0.00130104
all-images-CVIU11-pattern36-target30 96 0.0578947 4854 0.00121538
all-images-CVIU11-pattern36-target31 96 0.0578947 4105 0.0014272
all-images-CVIU11-pattern36-target32 96 0.0578947 5970 0.000990377
all-images-CVIU11-pattern36-target33 96 0.0578947 5714 0.00104092
all-images-CVIU11-pattern36-target34 96 0.0578947 3733 0.001577
all-images-CVIU11-pattern36-target35 96 0.0578947 5635 0.00105381
all-images-CVIU11-pattern36-target36 96 0.0578947 3115 0.00187647
all-images-CVIU11-pattern36-target37 96 0.0578947 5352 0.0011106
all-images-CVIU11-pattern36-target38 96 0.0578947 5172 0.00114544
all-images-CVIU11-pattern36-target39 96 0.0578947 3218 0.00179786
all-images-CVIU11-pattern36-target4 96 0.0578947 4104 0.00142339
all-images-CVIU11-pattern36-target40 96 0.0578947 3803 0.00153081
all-images-CVIU11-pattern36-target41 96 0.0578947 3632 0.00158829
all-images-CVIU11-pattern36-target42 96 0.0578947 3834 0.00153283
all-images-CVIU11-pattern36-target43 96 0.0578947 4856 0.00121387
all-images-CVIU11-pattern36-target44 96 0.0578947 5972 0.00097872
all-images-CVIU11-pattern36-target45 96 0.0578947 5640 0.00103471
all-images-CVIU11-pattern36-target46 96 0.0578947 3794 0.00155935
all-images-CVIU11-pattern36-target47 96 0.0578947 4962 0.00120358
all-images-CVIU11-pattern36-target48 96 0.0578947 2867 0.00203704
all-images-CVIU11-pattern36-target49 96 0.0578947 3737 0.00157849
all-images-CVIU11-pattern36-target5 96 0.0578947 5182 0.00113573
all-images-CVIU11-pattern36-target50 96 0.0578947 5306 0.00112106
all-images-CVIU11-pattern36-target51 96 0.0578947 3366 0.0017594
all-images-CVIU11-pattern36-target52 96 0.0578947 3375 0.00175003
all-images-CVIU11-pattern36-target53 96 0.0578947 2639 0.0022282
all-images-CVIU11-pattern36-target54 96 0.0578947 2754 0.00213618
all-images-CVIU11-pattern36-target55 96 0.0578947 2607 0.0022491
all-images-CVIU11-pattern36-target56 96 0.0578947 2308 0.00253354
all-images-CVIU11-pattern36-target57 96 0.0578947 5944 0.00100676
all-images-CVIU11-pattern36-target58 96 0.0578947 2365 0.00248119
all-images-CVIU11-pattern36-target59 96 0.0578947 4838 0.00120796
all-images-CVIU11-pattern36-target6 96 0.0578947 4896 0.0011987
all-images-CVIU11-pattern36-target60 96 0.0578947 3476 0.0016791
all-images-CVIU11-pattern36-target61 96 0.0578947 4779 0.00123473
all-images-CVIU11-pattern36-target62 96 0.0578947 5025 0.00116947
all-images-CVIU11-pattern36-target63 96 0.0578947 4373 0.00134622
all-images-CVIU11-pattern36-target64 96 0.0578947 3646 0.00162006
all-images-CVIU11-pattern36-target65 96 0.0578947 3468 0.00170016
all-images-CVIU11-pattern36-target66 96 0.0578947 2657 0.00221454
all-images-CVIU11-pattern36-target67 96 0.0578947 5219 0.00113224
all-images-CVIU11-pattern36-target68 96 0.0578947 5540 0.0010642
all-images-CVIU11-pattern36-target69 96 0.0578947 5931 0.000996166
all-images-CVIU11-pattern36-target7 96 0.0578947 4754 0.00123324
all-images-CVIU11-pattern36-target70 96 0.0578947 5232 0.00112516
all-images-CVIU11-pattern36-target71 96 0.0578947 4700 0.00125151
all-images-CVIU11-pattern36-target72 96 0.0578947 4314 0.00136072
all-images-CVIU11-pattern36-target73 96 0.0578947 5242 0.00112662
all-images-CVIU11-pattern36-target74 96 0.0578947 5448 0.00108171
all-images-CVIU11-pattern36-target75 96 0.0578947 5528 0.00106745
all-images-CVIU11-pattern36-target76 96 0.0578947 5763 0.00102191
all-images-CVIU11-pattern36-target77 96 0.0578947 5732 0.00103117
all-images-CVIU11-pattern36-target78 96 0.0578947 5489 0.00107703
all-images-CVIU11-pattern36-target79 96 0.0578947 2319 0.002517
all-images-CVIU11-pattern36-target8 96 0.0578947 3501 0.00166271
all-images-CVIU11-pattern36-target80 96 0.0578947 2734 0.00215444
all-images-CVIU11-pattern36-target81 96 0.0578947 3455 0.00169304
all-images-CVIU11-pattern36-target82 96 0.0578947 4058 0.00144527
all-images-CVIU11-pattern36-target83 96 0.0578947 4293 0.00136354
all-images-CVIU11-pattern36-target84 96 0.0578947 1072 0.00536533
all-images-CVIU11-pattern36-target85 96 0.0578947 4680 0.00127566
all-images-CVIU11-pattern36-target86 96 0.0578947 3696 0.00159277
all-images-CVIU11-pattern36-target87 96 0.0578947 3526 0.00164999
all-images-CVIU11-pattern36-target88 96 0.0578947 4497 0.00129258
all-images-CVIU11-pattern36-target89 96 0.0578947 2776 0.0021053
all-images-CVIU11-pattern36-target9 96 0.0578947 3426 0.0016937
all-images-CVIU11-pattern36-target90 96 0.0578947 2157 0.00268574
all-images-CVIU11-pattern36-target91 96 0.0578947 1373 0.00424577
all-images-CVIU11-pattern36-target92 96 0.0578947 5539 0.00107214
all-images-CVIU11-pattern36-target93 96 0.0578947 3915 0.00151012
all-images-CVIU11-pattern36-target94 96 0.0578947 4684 0.00126573
all-images-CVIU11-pattern36-target95 96 0.0578947 1627 0.00357059
all-images-CVIU11-pattern36-target96 96 0.0578947 2944 0.00197549
all-images-CVIU11-pattern36-target97 96 0.0578947 2930 0.00199488
all-images-CVIU11-pattern36-target98 96 0.0578947 2005 0.00286907
all-images-CVIU11-pattern36-target99 96 0.0578947 4377 0.00134564
all-images-CVIU11-pattern37-target1 104 0.0548917 4212 0.00138109
all-images-CVIU11-pattern37-target10 104 0.0548917 3506 0.00167457
all-images-CVIU11-pattern37-target100 104 0.0548917 1764 0.00328174
all-images-CVIU11-pattern37-target101 104 0.0548917 1794 0.00317101
all-images-CVIU11-pattern37-target102 104 0.0548917 2626 0.00221492
all-images-CVIU11-pattern37-target103 104 0.0548917 2848 0.00202337
all-images-CVIU11-pattern37-target104 104 0.0548917 4173 0.00142828
all-images-CVIU11-pattern37-target105 104 0.0548917 4159 0.00140646
all-images-CVIU11-pattern37-target106 104 0.0548917 3615 0.00164215
all-images-CVIU11-pattern37-target107 104 0.0548917 3132 0.00187247
all-images-CVIU11-pattern37-target108 104 0.0548917 5564 0.00107209
all-images-CVIU11-pattern37-target109 104 0.0548917 4342 0.00133951
all-images-CVIU11-pattern37-target11 104 0.0548917 2362 0.00242868
all-images-CVIU11-pattern37-target110 104 0.0548917 2666 0.00212192
all-images-CVIU11-pattern37-target111 104 0.0548917 2529 0.00228614
all-images-CVIU11-pattern37-target112 104 0.0548917 2526 0.00227778
all-images-CVIU11-pattern37-target113 104 0.0548917 2877 0.0020026
all-images-CVIU11-pattern37-target114 104 0.0548917 2124 0.00274414
all-images-CVIU11-pattern37-target115 104 0.0548917 3615 0.00160847
all-images-CVIU11-pattern37-target116 104 0.0548917 5710 0.00103821
all-images-CVIU11-pattern37-target117 104 0.0548917 4110 0.00143854
all-images-CVIU11-pattern37-target118 104 0.0548917 3502 0.0016536
all-images-CVIU11-pattern37-target119 104 0.0548917 5376 0.0010969
all-images-CVIU11-pattern37-target12 104 0.0548917 3974 0.00145965
all-images-CVIU11-pattern37-target120 104 0.0548917 4301 0.00137286
all-images-CVIU11-pattern37-target121 104 0.0548917 4804 0.00123535
all-images-CVIU11-pattern37-target122 104 0.0548917 3315 0.00177518
all-images-CVIU11-pattern37-target123 104 0.0548917 4939 0.00120375
all-images-CVIU11-pattern37-target124 104 0.0548917 3648 0.0016261
all-images-CVIU11-pattern37-target125 104 0.0548917 4490 0.00131408
all-images-CVIU11-pattern37-target126 104 0.0548917 1342 0.00431313
all-images-CVIU11-pattern37-target127 104 0.0548917 1570 0.0036471
all-images-CVIU11-pattern37-target128 104 0.0548917 4476 0.00132511
all-images-CVIU11-pattern37-target129 104 0.0548917 1751 0.00330717
all-images-CVIU11-pattern37-target13 104 0.0548917 3947 0.0014734
all-images-CVIU11-pattern37-target130 104 0.0548917 1721 0.00339919
all-images-CVIU11-pattern37-target131 104 0.0548917 2645 0.00223011
all-images-CVIU11-pattern37-target132 104 0.0548917 3025 0.00195286
all-images-CVIU11-pattern37-target133 104 0.0548917 2792 0.00211409
all-images-CVIU11-pattern37-target134 104 0.0548917 3182 0.00186288
all-images-CVIU11-pattern37-target135 104 0.0548917 2888 0.0020447
all-images-CVIU11-pattern37-target136 104 0.0548917 3109 0.00191105
all-images-CVIU11-pattern37-target137 104 0.0548917 1765 0.00334612
all-images-CVIU11-pattern37-target138 104 0.0548917 5530 0.00107518
all-images-CVIU11-pattern37-target139 104 0.0548917 2051 0.00289401
all-images-CVIU11-pattern37-target14 104 0.0548917 1845 0.00310213
all-images-CVIU11-pattern37-target140 104 0.0548917 2299 0.00255229
all-images-CVIU11-pattern37-target141 104 0.0548917 2036 0.00285717
all-images-CVIU11-pattern37-target142 104 0.0548917 2988 0.0019845
all-images-CVIU11-pattern37-target143 104 0.0548917 2450 0.00242265
all-images-CVIU11-pattern37-target144 104 0.0548917 3449 0.00168683
all-images-CVIU11-pattern37-target145 104 0.0548917 2119 0.00276245
all-images-CVIU11-pattern37-target146 104 0.0548917 4549 0.00131104
all-images-CVIU11-pattern37-target15 104 0.0548917 1385 0.00422049
all-images-CVIU11-pattern37-target16 104 0.0548917 2185 0.00259428
all-images-CVIU11-pattern37-target17 104 0.0548917 4361 0.001359
all-images-CVIU11-pattern37-target18 104 0.0548917 4299 0.00136948
all-images-CVIU11-pattern37-target19 104 0.0548917 5916 0.000998824
all-images-CVIU11-pattern37-target2 104 0.0548917 3621 0.00158636
all-images-CVIU11-pattern37-target20 104 0.0548917 4682 0.00125513
all-images-CVIU11-pattern37-target21 104 0.0548917 3875 0.00151108
all-images-CVIU11-pattern37-target22 104 0.0548917 2858 0.00206091
all-images-CVIU11-pattern37-target23 104 0.0548917 4264 0.0013695
all-images-CVIU11-pattern37-target24 104 0.0548917 1478 0.0038928
all-images-CVIU11-pattern37-target25 104 0.0548917 2778 0.00204265
all-images-CVIU11-pattern37-target26 104 0.0548917 2123 0.00267569
all-images-CVIU11-pattern37-target27 104 0.0548917 3551 0.00164302
all-images-CVIU11-pattern37-target28 104 0.0548917 1718 0.00333039
all-images-CVIU11-pattern37-target29 104 0.0548917 5578 0.00106125
all-images-CVIU11-pattern37-target3 104 0.0548917 4501 0.00130104
all-images-CVIU11-pattern37-target30 104 0.0548917 4854 0.00121538
all-images-CVIU11-pattern37-target31 104 0.0548917 4105 0.0014272
all-images-CVIU11-pattern37-target32 104 0.0548917 5970 0.000990377
all-images-CVIU11-pattern37-target33 104 0.0548917 5714 0.00104092
all-images-CVIU11-pattern37-target34 104 0.0548917 3733 0.001577
all-images-CVIU11-pattern37-target35 104 0.0548917 5635 0.00105381
all-images-CVIU11-pattern37-target36 104 0.0548917 3115 0.00187647
all-images-CVIU11-pattern37-target37 104 0.0548917 5352 0.0011106
all-images-CVIU11-pattern37-target38 104 0.0548917 5172 0.00114544
all-images-CVIU11-pattern37-target39 104 0.0548917 3218 0.00179786
all-images-CVIU11-pattern37-target4 104 0.0548917 4104 0.00142339
all-images-CVIU11-pattern37-target40 104 0.0548917 3803 0.00153081
all-images-CVIU11-pattern37-target41 104 0.0548917 3632 0.00158829
all-images-CVIU11-pattern37-target42 104 0.0548917 3834 0.00153283
all-images-CVIU11-pattern37-target43 104 0.0548917 4856 0.00121387
all-images-CVIU11-pattern37-target44 104 0.0548917 5972 0.00097872
all-images-CVIU11-pattern37-target45 104 0.0548917 5640 0.00103471
all-images-CVIU11-pattern37-target46 104 0.0548917 3794 0.00155935
all-images-CVIU11-pattern37-target47 104 0.0548917 4962 0.00120358
all-images-CVIU11-pattern37-target48 104 0.0548917 2867 0.00203704
all-images-CVIU11-pattern37-target49 104 0.0548917 3737 0.00157849
all-images-CVIU11-pattern37-target5 104 0.0548917 5182 0.00113573
all-images-CVIU11-pattern37-target50 104 0.0548917 5306 0.00112106
all-images-CVIU11-pattern37-target51 104 0.0548917 3366 0.0017594
all-images-CVIU11-pattern37-target52 104 0.0548917 3375 0.00175003
all-images-CVIU11-pattern37-target53 104 0.0548917 2639 0.0022282
all-images-CVIU11-pattern37-target54 104 0.0548917 2754 0.00213618
all-images-CVIU11-pattern37-target55 104 0.0548917 2607 0.0022491
all-images-CVIU11-pattern37-target56 104 0.0548917 2308 0.00253354
all-images-CVIU11-pattern37-target57 104 0.0548917 5944 0.00100676
all-images-CVIU11-pattern37-target58 104 0.0548917 2365 0.00248119
all-images-CVIU11-pattern37-target59 104 0.0548917 4838 0.00120796
all-images-CVIU11-pattern37-target6 104 0.0548917 4896 0.0011987
all-images-CVIU11-pattern37-target60 104 0.0548917 3476 0.0016791
all-images-CVIU11-pattern37-target61 104 0.0548917 4779 0.00123473
all-images-CVIU11-pattern37-target62 104 0.0548917 5025 0.00116947
all-images-CVIU11-pattern37-target63 104 0.0548917 4373 0.00134622
all-images-CVIU11-pattern37-target64 104 0.0548917 3646 0.00162006
all-images-CVIU11-pattern37-target65 104 0.0548917 3468 0.00170016
all-images-CVIU11-pattern37-target66 104 0.0548917 2657 0.00221454
all-images-CVIU11-pattern37-target67 104 0.0548917 5219 0.00113224
all-images-CVIU11-pattern37-target68 104 0.0548917 5540 0.0010642
all-images-CVIU11-pattern37-target69 104 0.0548917 5931 0.000996166
all-images-CVIU11-pattern37-target7 104 0.0548917 4754 0.00123324
all-images-CVIU11-pattern37-target70 104 0.0548917 5232 0.00112516
all-images-CVIU11-pattern37-target71 104 0.0548917 4700 0.00125151
all-images-CVIU11-pattern37-target72 104 0.0548917 4314 0.00136072
all-images-CVIU11-pattern37-target73 104 0.0548917 5242 0.00112662
all-images-CVIU11-pattern37-target74 104 0.0548917 5448 0.00108171
all-images-CVIU11-pattern37-target75 104 0.0548917 5528 0.00106745
all-images-CVIU11-pattern37-target76 104 0.0548917 5763 0.00102191
all-images-CVIU11-pattern37-target77 104 0.0548917 5732 0.00103117
all-images-CVIU11-pattern37-target78 104 0.0548917 5489 0.00107703
all-images-CVIU11-pattern37-target79 104 0.0548917 2319 0.002517
all-images-CVIU11-pattern37-target8 104 0.0548917 3501 0.00166271
all-images-CVIU11-pattern37-target80 104 0.0548917 2734 0.00215444
all-images-CVIU11-pattern37-target81 104 0.0548917 3455 0.00169304
all-images-CVIU11-pattern37-target82 104 0.0548917 4058 0.00144527
all-images-CVIU11-pattern37-target83 104 0.0548917 4293 0.00136354
all-images-CVIU11-pattern37-target84 104 0.0548917 1072 0.00536533
all-images-CVIU11-pattern37-target85 104 0.0548917 4680 0.00127566
all-images-CVIU11-pattern37-target86 104 0.0548917 3696 0.00159277
all-images-CVIU11-pattern37-target87 104 0.0548917 3526 0.00164999
all-images-CVIU11-pattern37-target88 104 0.0548917 4497 0.00129258
all-images-CVIU11-pattern37-target89 104 0.0548917 2776 0.0021053
all-images-CVIU11-pattern37-target9 104 0.0548917 3426 0.0016937
all-images-CVIU11-pattern37-target90 104 0.0548917 2157 0.00268574
all-images-CVIU11-pattern37-target91 104 0.0548917 1373 0.00424577
all-images-CVIU11-pattern37-target92 104 0.0548917 5539 0.00107214
all-images-CVIU11-pattern37-target93 104 0.0548917 3915 0.00151012
all-images-CVIU11-pattern37-target94 104 0.0548917 4684 0.00126573
all-images-CVIU11-pattern37-target95 104 0.0548917 1627 0.00357059
all-images-CVIU11-pattern37-target96 104 0.0548917 2944 0.00197549
all-images-CVIU11-pattern37-target97 104 0.0548917 2930 0.00199488
all-images-CVIU11-pattern37-target98 104 0.0548917 2005 0.00286907
all-images-CVIU11-pattern37-target99 104 0.0548917 4377 0.00134564
all-images-CVIU11-pattern38-target1 126 0.0446984 4212 0.00138109
all-images-CVIU11-pattern38-target10 126 0.0446984 3506 0.00167457
all-images-CVIU11-pattern38-target100 126 0.0446984 1764 0.00328174
all-images-CVIU11-pattern38-target101 126 0.0446984 1794 0.00317101
all-images-CVIU11-pattern38-target102 126 0.0446984 2626 0.00221492
all-images-CVIU11-pattern38-target103 126 0.0446984 2848 0.00202337
all-images-CVIU11-pattern38-target104 126 0.0446984 4173 0.00142828
all-images-CVIU11-pattern38-target105 126 0.0446984 4159 0.00140646
all-images-CVIU11-pattern38-target106 126 0.0446984 3615 0.00164215
all-images-CVIU11-pattern38-target107 126 0.0446984 3132 0.00187247
all-images-CVIU11-pattern38-target108 126 0.0446984 5564 0.00107209
all-images-CVIU11-pattern38-target109 126 0.0446984 4342 0.00133951
all-images-CVIU11-pattern38-target11 126 0.0446984 2362 0.00242868
all-images-CVIU11-pattern38-target110 126 0.0446984 2666 0.00212192
all-images-CVIU11-pattern38-target111 126 0.0446984 2529 0.00228614
all-images-CVIU11-pattern38-target112 126 0.0446984 2526 0.00227778
all-images-CVIU11-pattern38-target113 126 0.0446984 2877 0.0020026
all-images-CVIU11-pattern38-target114 126 0.0446984 2124 0.00274414
all-images-CVIU11-pattern38-target115 126 0.0446984 3615 0.00160847
all-images-CVIU11-pattern38-target116 126 0.0446984 5710 0.00103821
all-images-CVIU11-pattern38-target117 126 0.0446984 4110 0.00143854
all-images-CVIU11-pattern38-target118 126 0.0446984 3502 0.0016536
all-images-CVIU11-pattern38-target119 126 0.0446984 5376 0.0010969
all-images-CVIU11-pattern38-target12 126 0.0446984 3974 0.00145965
all-images-CVIU11-pattern38-target120 126 0.0446984 4301 0.00137286
all-images-CVIU11-pattern38-target121 126 0.0446984 4804 0.00123535
all-images-CVIU11-pattern38-target122 126 0.0446984 3315 0.00177518
all-images-CVIU11-pattern38-target123 126 0.0446984 4939 0.00120375
all-images-CVIU11-pattern38-target124 126 0.0446984 3648 0.0016261
all-images-CVIU11-pattern38-target125 126 0.0446984 4490 0.00131408
all-images-CVIU11-pattern38-target126 126 0.0446984 1342 0.00431313
all-images-CVIU11-pattern38-target127 126 0.0446984 1570 0.0036471
all-images-CVIU11-pattern38-target128 126 0.0446984 4476 0.00132511
all-images-CVIU11-pattern38-target129 126 0.0446984 1751 0.00330717
all-images-CVIU11-pattern38-target13 126 0.0446984 3947 0.0014734
all-images-CVIU11-pattern38-target130 126 0.0446984 1721 0.00339919
all-images-CVIU11-pattern38-target131 126 0.0446984 2645 0.00223011
all-images-CVIU11-pattern38-target132 126 0.0446984 3025 0.00195286
all-images-CVIU11-pattern38-target133 126 0.0446984 2792 0.00211409
all-images-CVIU11-pattern38-target134 126 0.0446984 3182 0.00186288
all-images-CVIU11-pattern38-target135 126 0.0446984 2888 0.0020447
all-images-CVIU11-pattern38-target136 126 0.0446984 3109 0.00191105
all-images-CVIU11-pattern38-target137 126 0.0446984 1765 0.00334612
all-images-CVIU11-pattern38-target138 126 0.0446984 5530 0.00107518
all-images-CVIU11-pattern38-target139 126 0.0446984 2051 0.00289401
all-images-CVIU11-pattern38-target14 126 0.0446984 1845 0.00310213
all-images-CVIU11-pattern38-target140 126 0.0446984 2299 0.00255229
all-images-CVIU11-pattern38-target141 126 0.0446984 2036 0.00285717
all-images-CVIU11-pattern38-target142 126 0.0446984 2988 0.0019845
all-images-CVIU11-pattern38-target143 126 0.0446984 2450 0.00242265
all-images-CVIU11-pattern38-target144 126 0.0446984 3449 0.00168683
all-images-CVIU11-pattern38-target145 126 0.0446984 2119 0.00276245
all-images-CVIU11-pattern38-target146 126 0.0446984 4549 0.00131104
all-images-CVIU11-pattern38-target15 126 0.0446984 1385 0.00422049
all-images-CVIU11-pattern38-target16 126 0.0446984 2185 0.00259428
all-images-CVIU11-pattern38-target17 126 0.0446984 4361 0.001359
all-images-CVIU11-pattern38-target18 126 0.0446984 4299 0.00136948
all-images-CVIU11-pattern38-target19 126 0.0446984 5916 0.000998824
all-images-CVIU11-pattern38-target2 126 0.0446984 3621 0.00158636
all-images-CVIU11-pattern38-target20 126 0.0446984 4682 0.00125513
all-images-CVIU11-pattern38-target21 126 0.0446984 3875 0.00151108
all-images-CVIU11-pattern38-target22 126 0.0446984 2858 0.00206091
all-images-CVIU11-pattern38-target23 126 0.0446984 4264 0.0013695
all-images-CVIU11-pattern38-target24 126 0.0446984 1478 0.0038928
all-images-CVIU11-pattern38-target25 126 0.0446984 2778 0.00204265
all-images-CVIU11-pattern38-target26 126 0.0446984 2123 0.00267569
all-images-CVIU11-pattern38-target27 126 0.0446984 3551 0.00164302
all-images-CVIU11-pattern38-target28 126 0.0446984 1718 0.00333039
all-images-CVIU11-pattern38-target29 126 0.0446984 5578 0.00106125
all-images-CVIU11-pattern38-target3 126 0.0446984 4501 0.00130104
all-images-CVIU11-pattern38-target30 126 0.0446984 4854 0.00121538
all-images-CVIU11-pattern38-target31 126 0.0446984 4105 0.0014272
all-images-CVIU11-pattern38-target32 126 0.0446984 5970 0.000990377
all-images-CVIU11-pattern38-target33 126 0.0446984 5714 0.00104092
all-images-CVIU11-pattern38-target34 126 0.0446984 3733 0.001577
all-images-CVIU11-pattern38-target35 126 0.0446984 5635 0.00105381
all-images-CVIU11-pattern38-target36 126 0.0446984 3115 0.00187647
all-images-CVIU11-pattern38-target37 126 0.0446984 5352 0.0011106
all-images-CVIU11-pattern38-target38 126 0.0446984 5172 0.00114544
all-images-CVIU11-pattern38-target39 126 0.0446984 3218 0.00179786
all-images-CVIU11-pattern38-target4 126 0.0446984 4104 0.00142339
all-images-CVIU11-pattern38-target40 126 0.0446984 3803 0.00153081
all-images-CVIU11-pattern38-target41 126 0.0446984 3632 0.00158829
all-images-CVIU11-pattern38-target42 126 0.0446984 3834 0.00153283
all-images-CVIU11-pattern38-target43 126 0.0446984 4856 0.00121387
all-images-CVIU11-pattern38-target44 126 0.0446984 5972 0.00097872
all-images-CVIU11-pattern38-target45 126 0.0446984 5640 0.00103471
all-images-CVIU11-pattern38-target46 126 0.0446984 3794 0.00155935
all-images-CVIU11-pattern38-target47 126 0.0446984 4962 0.00120358
all-images-CVIU11-pattern38-target48 126 0.0446984 2867 0.00203704
all-images-CVIU11-pattern38-target49 126 0.0446984 3737 0.00157849
all-images-CVIU11-pattern38-target5 126 0.0446984 5182 0.00113573
all-images-CVIU11-pattern38-target50 126 0.0446984 5306 0.00112106
all-images-CVIU11-pattern38-target51 126 0.0446984 3366 0.0017594
all-images-CVIU11-pattern38-target52 126 0.0446984 3375 0.00175003
all-images-CVIU11-pattern38-target53 126 0.0446984 2639 0.0022282
all-images-CVIU11-pattern38-target54 126 0.0446984 2754 0.00213618
all-images-CVIU11-pattern38-target55 126 0.0446984 2607 0.0022491
all-images-CVIU11-pattern38-target56 126 0.0446984 2308 0.00253354
all-images-CVIU11-pattern38-target57 126 0.0446984 5944 0.00100676
all-images-CVIU11-pattern38-target58 126 0.0446984 2365 0.00248119
all-images-CVIU11-pattern38-target59 126 0.0446984 4838 0.00120796
all-images-CVIU11-pattern38-target6 126 0.0446984 4896 0.0011987
all-images-CVIU11-pattern38-target60 126 0.0446984 3476 0.0016791
all-images-CVIU11-pattern38-target61 126 0.0446984 4779 0.00123473
all-images-CVIU11-pattern38-target62 126 0.0446984 5025 0.00116947
all-images-CVIU11-pattern38-target63 126 0.0446984 4373 0.00134622
all-images-CVIU11-pattern38-target64 126 0.0446984 3646 0.00162006
all-images-CVIU11-pattern38-target65 126 0.0446984 3468 0.00170016
all-images-CVIU11-pattern38-target66 126 0.0446984 2657 0.00221454
all-images-CVIU11-pattern38-target67 126 0.0446984 5219 0.00113224
all-images-CVIU11-pattern38-target68 126 0.0446984 5540 0.0010642
all-images-CVIU11-pattern38-target69 126 0.0446984 5931 0.000996166
all-images-CVIU11-pattern38-target7 126 0.0446984 4754 0.00123324
all-images-CVIU11-pattern38-target70 126 0.0446984 5232 0.00112516
all-images-CVIU11-pattern38-target71 126 0.0446984 4700 0.00125151
all-images-CVIU11-pattern38-target72 126 0.0446984 4314 0.00136072
all-images-CVIU11-pattern38-target73 126 0.0446984 5242 0.00112662
all-images-CVIU11-pattern38-target74 126 0.0446984 5448 0.00108171
all-images-CVIU11-pattern38-target75 126 0.0446984 5528 0.00106745
all-images-CVIU11-pattern38-target76 126 0.0446984 5763 0.00102191
all-images-CVIU11-pattern38-target77 126 0.0446984 5732 0.00103117
all-images-CVIU11-pattern38-target78 126 0.0446984 5489 0.00107703
all-images-CVIU11-pattern38-target79 126 0.0446984 2319 0.002517
all-images-CVIU11-pattern38-target8 126 0.0446984 3501 0.00166271
all-images-CVIU11-pattern38-target80 126 0.0446984 2734 0.00215444
all-images-CVIU11-pattern38-target81 126 0.0446984 3455 0.00169304
all-images-CVIU11-pattern38-target82 126 0.0446984 4058 0.00144527
all-images-CVIU11-pattern38-target83 126 0.0446984 4293 0.00136354
all-images-CVIU11-pattern38-target84 126 0.0446984 1072 0.00536533
all-images-CVIU11-pattern38-target85 126 0.0446984 4680 0.00127566
all-images-CVIU11-pattern38-target86 126 0.0446984 3696 0.00159277
all-images-CVIU11-pattern38-target87 126 0.0446984 3526 0.00164999
all-images-CVIU11-pattern38-target88 126 0.0446984 4497 0.00129258
all-images-CVIU11-pattern38-target89 126 0.0446984 2776 0.0021053
all-images-CVIU11-pattern38-target9 126 0.0446984 3426 0.0016937
all-images-CVIU11-pattern38-target90 126 0.0446984 2157 0.00268574
all-images-CVIU11-pattern38-target91 126 0.0446984 1373 0.00424577
all-images-CVIU11-pattern38-target92 126 0.0446984 5539 0.00107214
all-images-CVIU11-pattern38-target93 126 0.0446984 3915 0.00151012
