instance pattern_n pattern_d target_n target_d family
all-images-CVIU11-pattern25-target127 81 0.0354938 1570 0.00182355 14
all-images-CVIU11-pattern25-target128 81 0.0354938 4476 0.000662553 14
all-images-CVIU11-pattern25-target129 81 0.0354938 1751 0.00165359 14
all-images-CVIU11-pattern25-target13 81 0.0354938 3947 0.0007367 14
all-images-CVIU11-pattern25-target130 81 0.0354938 1721 0.00169959 14
all-images-CVIU11-pattern25-target131 81 0.0354938 2645 0.00111505 14
all-images-CVIU11-pattern25-target132 81 0.0354938 3025 0.000976431 14
all-images-CVIU11-pattern25-target133 81 0.0354938 2792 0.00105705 14
all-images-CVIU11-pattern25-target134 81 0.0354938 3182 0.000931442 14
all-images-CVIU11-pattern25-target135 81 0.0354938 2888 0.00102235 14
all-images-CVIU11-pattern25-target136 81 0.0354938 3109 0.000955523 14
all-images-CVIU11-pattern25-target137 81 0.0354938 1765 0.00167306 14
all-images-CVIU11-pattern25-target138 81 0.0354938 5530 0.00053759 14
all-images-CVIU11-pattern25-target139 81 0.0354938 2051 0.001447 14
all-images-CVIU11-pattern25-target14 81 0.0354938 1845 0.00155106 14
all-images-CVIU11-pattern25-target140 81 0.0354938 2299 0.00127614 14
all-images-CVIU11-pattern25-target141 81 0.0354938 2036 0.00142859 14
all-images-CVIU11-pattern25-target142 81 0.0354938 2988 0.000992252 14
all-images-CVIU11-pattern25-target143 81 0.0354938 2450 0.00121132 14
all-images-CVIU11-pattern25-target144 81 0.0354938 3449 0.000843413 14
all-images-CVIU11-pattern25-target145 81 0.0354938 2119 0.00138123 14
all-images-CVIU11-pattern25-target146 81 0.0354938 4549 0.000655522 14
all-images-CVIU11-pattern25-target15 81 0.0354938 1385 0.00211024 14
all-images-CVIU11-pattern25-target16 81 0.0354938 2185 0.00129714 14
all-images-CVIU11-pattern25-target17 81 0.0354938 4361 0.000679501 14
all-images-CVIU11-pattern25-target18 81 0.0354938 4299 0.000684739 14
all-images-CVIU11-pattern25-target19 81 0.0354938 5916 0.000499412 14
all-images-CVIU11-pattern25-target2 81 0.0354938 3621 0.000793179 14
all-images-CVIU11-pattern25-target20 81 0.0354938 4682 0.000627565 14
all-images-CVIU11-pattern25-target21 81 0.0354938 3875 0.000755541 14
all-images-CVIU11-pattern25-target22 81 0.0354938 2858 0.00103046 14
all-images-CVIU11-pattern25-target23 81 0.0354938 4264 0.00068475 14
all-images-CVIU11-pattern25-target24 81 0.0354938 1478 0.0019464 14
all-images-CVIU11-pattern25-target25 81 0.0354938 2778 0.00102132 14
all-images-CVIU11-pattern25-target26 81 0.0354938 2123 0.00133785 14
all-images-CVIU11-pattern25-target27 81 0.0354938 3551 0.00082151 14
all-images-CVIU11-pattern25-target28 81 0.0354938 1718 0.00166519 14
all-images-CVIU11-pattern25-target29 81 0.0354938 5578 0.000530627 14
all-images-CVIU11-pattern25-target3 81 0.0354938 4501 0.000650522 14
all-images-CVIU11-pattern25-target30 81 0.0354938 4854 0.000607689 14
all-images-CVIU11-pattern25-target31 81 0.0354938 4105 0.000713602 14
all-images-CVIU11-pattern25-target32 81 0.0354938 5970 0.000495188 14
all-images-CVIU11-pattern25-target33 81 0.0354938 5714 0.000520462 14
all-images-CVIU11-pattern25-target34 81 0.0354938 3733 0.000788498 14
all-images-CVIU11-pattern25-target35 81 0.0354938 5635 0.000526906 14
all-images-CVIU11-pattern25-target36 81 0.0354938 3115 0.000938237 14
all-images-CVIU11-pattern25-target37 81 0.0354938 5352 0.0005553 14
all-images-CVIU11-pattern25-target38 81 0.0354938 5172 0.000572718 14
all-images-CVIU11-pattern25-target39 81 0.0354938 3218 0.00089893 14
all-images-CVIU11-pattern25-target4 81 0.0354938 4104 0.000711693 14
all-images-CVIU11-pattern25-target40 81 0.0354938 3803 0.000765405 14
all-images-CVIU11-pattern25-target41 81 0.0354938 3632 0.000794144 14
all-images-CVIU11-pattern25-target42 81 0.0354938 3834 0.000766414 14
all-images-CVIU11-pattern25-target43 81 0.0354938 4856 0.000606934 14
all-images-CVIU11-pattern25-target44 81 0.0354938 5972 0.00048936 14
all-images-CVIU11-pattern25-target45 81 0.0354938 5640 0.000517357 14
all-images-CVIU11-pattern25-target46 81 0.0354938 3794 0.000779673 14
all-images-CVIU11-pattern25-target47 81 0.0354938 4962 0.000601792 14
all-images-CVIU11-pattern25-target48 81 0.0354938 2867 0.00101852 14
all-images-CVIU11-pattern25-target49 81 0.0354938 3737 0.000789246 14
all-images-CVIU11-pattern25-target5 81 0.0354938 5182 0.000567865 14
all-images-CVIU11-pattern25-target50 81 0.0354938 5306 0.000560531 14
all-images-CVIU11-pattern25-target51 81 0.0354938 3366 0.0008797 14
all-images-CVIU11-pattern25-target52 81 0.0354938 3375 0.000875014 14
all-images-CVIU11-pattern25-target53 81 0.0354938 2639 0.0011141 14
all-images-CVIU11-pattern25-target54 81 0.0354938 2754 0.00106809 14
all-images-CVIU11-pattern25-target55 81 0.0354938 2607 0.00112455 14
all-images-CVIU11-pattern25-target56 81 0.0354938 2308 0.00126677 14
all-images-CVIU11-pattern25-target57 81 0.0354938 5944 0.00050338 14
all-images-CVIU11-pattern25-target58 81 0.0354938 2365 0.0012406 14
all-images-CVIU11-pattern25-target59 81 0.0354938 4838 0.000603981 14
all-images-CVIU11-pattern25-target6 81 0.0354938 4896 0.000599351 14
all-images-CVIU11-pattern25-target60 81 0.0354938 3476 0.000839549 14
all-images-CVIU11-pattern25-target61 81 0.0354938 4779 0.000617367 14
all-images-CVIU11-pattern25-target62 81 0.0354938 5025 0.000584736 14
all-images-CVIU11-pattern25-target63 81 0.0354938 4373 0.000673109 14
all-images-CVIU11-pattern25-target64 81 0.0354938 3646 0.000810028 14
all-images-CVIU11-pattern25-target65 81 0.0354938 3468 0.000850081 14
all-images-CVIU11-pattern25-target66 81 0.0354938 2657 0.00110727 14
all-images-CVIU11-pattern25-target67 81 0.0354938 5219 0.00056612 14
all-images-CVIU11-pattern25-target68 81 0.0354938 5540 0.000532098 14
all-images-CVIU11-pattern25-target69 81 0.0354938 5931 0.000498083 14
all-images-CVIU11-pattern25-target7 81 0.0354938 4754 0.00061662 14
all-images-CVIU11-pattern25-target70 81 0.0354938 5232 0.000562579 14
all-images-CVIU11-pattern25-target71 81 0.0354938 4700 0.000625756 14
all-images-CVIU11-pattern25-target72 81 0.0354938 4314 0.000680362 14
all-images-CVIU11-pattern25-target73 81 0.0354938 5242 0.00056331 14
all-images-CVIU11-pattern25-target74 81 0.0354938 5448 0.000540855 14
all-images-CVIU11-pattern25-target75 81 0.0354938 5528 0.000533724 14
all-images-CVIU11-pattern25-target76 81 0.0354938 5763 0.000510956 14
all-images-CVIU11-pattern25-target77 81 0.0354938 5732 0.000515585 14
all-images-CVIU11-pattern25-target78 81 0.0354938 5489 0.000538514 14
all-images-CVIU11-pattern25-target79 81 0.0354938 2319 0.0012585 14
all-images-CVIU11-pattern25-target8 81 0.0354938 3501 0.000831354 14
all-images-CVIU11-pattern25-target80 81 0.0354938 2734 0.00107722 14
all-images-CVIU11-pattern25-target81 81 0.0354938 3455 0.00084652 14
all-images-CVIU11-pattern25-target82 81 0.0354938 4058 0.000722637 14
all-images-CVIU11-pattern25-target83 81 0.0354938 4293 0.00068177 14
all-images-CVIU11-pattern25-target84 81 0.0354938 1072 0.00268267 14
all-images-CVIU11-pattern25-target85 81 0.0354938 4680 0.000637829 14
all-images-CVIU11-pattern25-target86 81 0.0354938 3696 0.000796384 14
all-images-CVIU11-pattern25-target87 81 0.0354938 3526 0.000824996 14
all-images-CVIU11-pattern25-target88 81 0.0354938 4497 0.000646289 14
all-images-CVIU11-pattern25-target89 81 0.0354938 2776 0.00105265 14
all-images-CVIU11-pattern25-target9 81 0.0354938 3426 0.000846852 14
all-images-CVIU11-pattern25-target90 81 0.0354938 2157 0.00134287 14
all-images-CVIU11-pattern25-target91 81 0.0354938 1373 0.00212289 14
all-images-CVIU11-pattern25-target92 81 0.0354938 5539 0.000536072 14
all-images-CVIU11-pattern25-target93 81 0.0354938 3915 0.000755059 14
all-images-CVIU11-pattern25-target94 81 0.0354938 4684 0.000632865 14
all-images-CVIU11-pattern25-target95 81 0.0354938 1627 0.00178529 14
all-images-CVIU11-pattern25-target96 81 0.0354938 2944 0.000987744 14
all-images-CVIU11-pattern25-target97 81 0.0354938 2930 0.00099744 14
all-images-CVIU11-pattern25-target98 81 0.0354938 2005 0.00143454 14
all-images-CVIU11-pattern25-target99 81 0.0354938 4377 0.000672819 14
all-images-CVIU11-pattern26-target1 70 0.042236 4212 0.000690544 14
all-images-CVIU11-pattern26-target10 70 0.042236 3506 0.000837285 14
all-images-CVIU11-pattern26-target100 70 0.042236 1764 0.00164087 14
all-images-CVIU11-pattern26-target101 70 0.042236 1794 0.0015855 14
all-images-CVIU11-pattern26-target102 70 0.042236 2626 0.00110746 14
all-images-CVIU11-pattern26-target103 70 0.042236 2848 0.00101168 14
all-images-CVIU11-pattern26-target104 70 0.042236 4173 0.00071414 14
all-images-CVIU11-pattern26-target105 70 0.042236 4159 0.000703228 14
all-images-CVIU11-pattern26-target106 70 0.042236 3615 0.000821073 14
all-images-CVIU11-pattern26-target107 70 0.042236 3132 0.000936236 14
all-images-CVIU11-pattern26-target108 70 0.042236 5564 0.000536047 14
all-images-CVIU11-pattern26-target109 70 0.042236 4342 0.000669757 14
all-images-CVIU11-pattern26-target11 70 0.042236 2362 0.00121434 14
all-images-CVIU11-pattern26-target110 70 0.042236 2666 0.00106096 14
all-images-CVIU11-pattern26-target111 70 0.042236 2529 0.00114307 14
all-images-CVIU11-pattern26-target112 70 0.042236 2526 0.00113889 14
all-images-CVIU11-pattern26-target113 70 0.042236 2877 0.0010013 14
all-images-CVIU11-pattern26-target114 70 0.042236 2124 0.00137207 14
all-images-CVIU11-pattern26-target115 70 0.042236 3615 0.000804234 14
all-images-CVIU11-pattern26-target116 70 0.042236 5710 0.000519105 14
all-images-CVIU11-pattern26-target117 70 0.042236 4110 0.000719269 14
all-images-CVIU11-pattern26-target118 70 0.042236 3502 0.000826801 14
all-images-CVIU11-pattern26-target119 70 0.042236 5376 0.00054845 14
all-images-CVIU11-pattern26-target12 70 0.042236 3974 0.000729826 14
all-images-CVIU11-pattern26-target120 70 0.042236 4301 0.000686428 14
all-images-CVIU11-pattern26-target121 70 0.042236 4804 0.000617675 14
all-images-CVIU11-pattern26-target122 70 0.042236 3315 0.000887591 14
all-images-CVIU11-pattern26-target123 70 0.042236 4939 0.000601875 14
all-images-CVIU11-pattern26-target124 70 0.042236 3648 0.000813048 14
all-images-CVIU11-pattern26-target125 70 0.042236 4490 0.000657038 14
all-images-CVIU11-pattern26-target126 70 0.042236 1342 0.00215656 14
all-images-CVIU11-pattern26-target127 70 0.042236 1570 0.00182355 14
all-images-CVIU11-pattern26-target128 70 0.042236 4476 0.000662553 14
all-images-CVIU11-pattern26-target129 70 0.042236 1751 0.00165359 14
all-images-CVIU11-pattern26-target13 70 0.042236 3947 0.0007367 14
all-images-CVIU11-pattern26-target130 70 0.042236 1721 0.00169959 14
all-images-CVIU11-pattern26-target131 70 0.042236 2645 0.00111505 14
all-images-CVIU11-pattern26-target132 70 0.042236 3025 0.000976431 14
all-images-CVIU11-pattern26-target133 70 0.042236 2792 0.00105705 14
all-images-CVIU11-pattern26-target134 70 0.042236 3182 0.000931442 14
all-images-CVIU11-pattern26-target135 70 0.042236 2888 0.00102235 14
all-images-CVIU11-pattern26-target136 70 0.042236 3109 0.000955523 14
all-images-CVIU11-pattern26-target137 70 0.042236 1765 0.00167306 14
all-images-CVIU11-pattern26-target138 70 0.042236 5530 0.00053759 14
all-images-CVIU11-pattern26-target139 70 0.042236 2051 0.001447 14
all-images-CVIU11-pattern26-target14 70 0.042236 1845 0.00155106 14
all-images-CVIU11-pattern26-target140 70 0.042236 2299 0.00127614 14
all-images-CVIU11-pattern26-target141 70 0.042236 2036 0.00142859 14
all-images-CVIU11-pattern26-target142 70 0.042236 2988 0.000992252 14
all-images-CVIU11-pattern26-target143 70 0.042236 2450 0.00121132 14
all-images-CVIU11-pattern26-target144 70 0.042236 3449 0.000843413 14
all-images-CVIU11-pattern26-target145 70 0.042236 2119 0.00138123 14
all-images-CVIU11-pattern26-target146 70 0.042236 4549 0.000655522 14
all-images-CVIU11-pattern26-target15 70 0.042236 1385 0.00211024 14
all-images-CVIU11-pattern26-target16 70 0.042236 2185 0.00129714 14
all-images-CVIU11-pattern26-target17 70 0.042236 4361 0.000679501 14
all-images-CVIU11-pattern26-target18 70 0.042236 4299 0.000684739 14
all-images-CVIU11-pattern26-target19 70 0.042236 5916 0.000499412 14
all-images-CVIU11-pattern26-target2 70 0.042236 3621 0.000793179 14
all-images-CVIU11-pattern26-target20 70 0.042236 4682 0.000627565 14
all-images-CVIU11-pattern26-target21 70 0.042236 3875 0.000755541 14
all-images-CVIU11-pattern26-target22 70 0.042236 2858 0.00103046 14
all-images-CVIU11-pattern26-target23 70 0.042236 4264 0.00068475 14
all-images-CVIU11-pattern26-target24 70 0.042236 1478 0.0019464 14
all-images-CVIU11-pattern26-target25 70 0.042236 2778 0.00102132 14
all-images-CVIU11-pattern26-target26 70 0.042236 2123 0.00133785 14
all-images-CVIU11-pattern26-target27 70 0.042236 3551 0.00082151 14
all-images-CVIU11-pattern26-target28 70 0.042236 1718 0.00166519 14
all-images-CVIU11-pattern26-target29 70 0.042236 5578 0.000530627 14
all-images-CVIU11-pattern26-target3 70 0.042236 4501 0.000650522 14
all-images-CVIU11-pattern26-target30 70 0.042236 4854 0.000607689 14
all-images-CVIU11-pattern26-target31 70 0.042236 4105 0.000713602 14
all-images-CVIU11-pattern26-target32 70 0.042236 5970 0.000495188 14
all-images-CVIU11-pattern26-target33 70 0.042236 5714 0.000520462 14
all-images-CVIU11-pattern26-target34 70 0.042236 3733 0.000788498 14
all-images-CVIU11-pattern26-target35 70 0.042236 5635 0.000526906 14
all-images-CVIU11-pattern26-target36 70 0.042236 3115 0.000938237 14
all-images-CVIU11-pattern26-target37 70 0.042236 5352 0.0005553 14
all-images-CVIU11-pattern26-target38 70 0.042236 5172 0.000572718 14
all-images-CVIU11-pattern26-target39 70 0.042236 3218 0.00089893 14
all-images-CVIU11-pattern26-target4 70 0.042236 4104 0.000711693 14
all-images-CVIU11-pattern26-target40 70 0.042236 3803 0.000765405 14
all-images-CVIU11-pattern26-target41 70 0.042236 3632 0.000794144 14
all-images-CVIU11-pattern26-target42 70 0.042236 3834 0.000766414 14
all-images-CVIU11-pattern26-target43 70 0.042236 4856 0.000606934 14
all-images-CVIU11-pattern26-target44 70 0.042236 5972 0.00048936 14
all-images-CVIU11-pattern26-target45 70 0.042236 5640 0.000517357 14
all-images-CVIU11-pattern26-target46 70 0.042236 3794 0.000779673 14
all-images-CVIU11-pattern26-target47 70 0.042236 4962 0.000601792 14
all-images-CVIU11-pattern26-target48 70 0.042236 2867 0.00101852 14
all-images-CVIU11-pattern26-target49 70 0.042236 3737 0.000789246 14
all-images-CVIU11-pattern26-target5 70 0.042236 5182 0.000567865 14
all-images-CVIU11-pattern26-target50 70 0.042236 5306 0.000560531 14
all-images-CVIU11-pattern26-target51 70 0.042236 3366 0.0008797 14
all-images-CVIU11-pattern26-target52 70 0.042236 3375 0.000875014 14
all-images-CVIU11-pattern26-target53 70 0.042236 2639 0.0011141 14
all-images-CVIU11-pattern26-target54 70 0.042236 2754 0.00106809 14
all-images-CVIU11-pattern26-target55 70 0.042236 2607 0.00112455 14
all-images-CVIU11-pattern26-target56 70 0.042236 2308 0.00126677 14
all-images-CVIU11-pattern26-target57 70 0.042236 5944 0.00050338 14
all-images-CVIU11-pattern26-target58 70 0.042236 2365 0.0012406 14
all-images-CVIU11-pattern26-target59 70 0.042236 4838 0.000603981 14
all-images-CVIU11-pattern26-target6 70 0.042236 4896 0.000599351 14
all-images-CVIU11-pattern26-target60 70 0.042236 3476 0.000839549 14
all-images-CVIU11-pattern26-target61 70 0.042236 4779 0.000617367 14
all-images-CVIU11-pattern26-target62 70 0.042236 5025 0.000584736 14
all-images-CVIU11-pattern26-target63 70 0.042236 4373 0.000673109 14
all-images-CVIU11-pattern26-target64 70 0.042236 3646 0.000810028 14
all-images-CVIU11-pattern26-target65 70 0.042236 3468 0.000850081 14
all-images-CVIU11-pattern26-target66 70 0.042236 2657 0.00110727 14
all-images-CVIU11-pattern26-target67 70 0.042236 5219 0.00056612 14
all-images-CVIU11-pattern26-target68 70 0.042236 5540 0.000532098 14
all-images-CVIU11-pattern26-target69 70 0.042236 5931 0.000498083 14
all-images-CVIU11-pattern26-target7 70 0.042236 4754 0.00061662 14
all-images-CVIU11-pattern26-target70 70 0.042236 5232 0.000562579 14
all-images-CVIU11-pattern26-target71 70 0.042236 4700 0.000625756 14
all-images-CVIU11-pattern26-target72 70 0.042236 4314 0.000680362 14
all-images-CVIU11-pattern26-target73 70 0.042236 5242 0.00056331 14
all-images-CVIU11-pattern26-target74 70 0.042236 5448 0.000540855 14
all-images-CVIU11-pattern26-target75 70 0.042236 5528 0.000533724 14
all-images-CVIU11-pattern26-target76 70 0.042236 5763 0.000510956 14
all-images-CVIU11-pattern26-target77 70 0.042236 5732 0.000515585 14
all-images-CVIU11-pattern26-target78 70 0.042236 5489 0.000538514 14
all-images-CVIU11-pattern26-target79 70 0.042236 2319 0.0012585 14
all-images-CVIU11-pattern26-target8 70 0.042236 3501 0.000831354 14
all-images-CVIU11-pattern26-target80 70 0.042236 2734 0.00107722 14
all-images-CVIU11-pattern26-target81 70 0.042236 3455 0.00084652 14
all-images-CVIU11-pattern26-target82 70 0.042236 4058 0.000722637 14
all-images-CVIU11-pattern26-target83 70 0.042236 4293 0.00068177 14
all-images-CVIU11-pattern26-target84 70 0.042236 1072 0.00268267 14
all-images-CVIU11-pattern26-target85 70 0.042236 4680 0.000637829 14
all-images-CVIU11-pattern26-target86 70 0.042236 3696 0.000796384 14
all-images-CVIU11-pattern26-target87 70 0.042236 3526 0.000824996 14
all-images-CVIU11-pattern26-target88 70 0.042236 4497 0.000646289 14
all-images-CVIU11-pattern26-target89 70 0.042236 2776 0.00105265 14
all-images-CVIU11-pattern26-target9 70 0.042236 3426 0.000846852 14
all-images-CVIU11-pattern26-target90 70 0.042236 2157 0.00134287 14
all-images-CVIU11-pattern26-target91 70 0.042236 1373 0.00212289 14
all-images-CVIU11-pattern26-target92 70 0.042236 5539 0.000536072 14
all-images-CVIU11-pattern26-target93 70 0.042236 3915 0.000755059 14
all-images-CVIU11-pattern26-target94 70 0.042236 4684 0.000632865 14
all-images-CVIU11-pattern26-target95 70 0.042236 1627 0.00178529 14
all-images-CVIU11-pattern26-target96 70 0.042236 2944 0.000987744 14
all-images-CVIU11-pattern26-target97 70 0.042236 2930 0.00099744 14
all-images-CVIU11-pattern26-target98 70 0.042236 2005 0.00143454 14
all-images-CVIU11-pattern26-target99 70 0.042236 4377 0.000672819 14
all-images-CVIU11-pattern27-target1 147 0.0189172 4212 0.000690544 14
all-images-CVIU11-pattern27-target10 147 0.0189172 3506 0.000837285 14
all-images-CVIU11-pattern27-target100 147 0.0189172 1764 0.00164087 14
all-images-CVIU11-pattern27-target101 147 0.0189172 1794 0.0015855 14
all-images-CVIU11-pattern27-target102 147 0.0189172 2626 0.00110746 14
all-images-CVIU11-pattern27-target103 147 0.0189172 2848 0.00101168 14
all-images-CVIU11-pattern27-target104 147 0.0189172 4173 0.00071414 14
all-images-CVIU11-pattern27-target105 147 0.0189172 4159 0.000703228 14
all-images-CVIU11-pattern27-target106 147 0.0189172 3615 0.000821073 14
all-images-CVIU11-pattern27-target107 147 0.0189172 3132 0.000936236 14
all-images-CVIU11-pattern27-target108 147 0.0189172 5564 0.000536047 14
all-images-CVIU11-pattern27-target109 147 0.0189172 4342 0.000669757 14
all-images-CVIU11-pattern27-target11 147 0.0189172 2362 0.00121434 14
all-images-CVIU11-pattern27-target110 147 0.0189172 2666 0.00106096 14
all-images-CVIU11-pattern27-target111 147 0.0189172 2529 0.00114307 14
all-images-CVIU11-pattern27-target112 147 0.0189172 2526 0.00113889 14
all-images-CVIU11-pattern27-target113 147 0.0189172 2877 0.0010013 14
all-images-CVIU11-pattern27-target114 147 0.0189172 2124 0.00137207 14
all-images-CVIU11-pattern27-target115 147 0.0189172 3615 0.000804234 14
all-images-CVIU11-pattern27-target116 147 0.0189172 5710 0.000519105 14
all-images-CVIU11-pattern27-target117 147 0.0189172 4110 0.000719269 14
all-images-CVIU11-pattern27-target118 147 0.0189172 3502 0.000826801 14
all-images-CVIU11-pattern27-target119 147 0.0189172 5376 0.00054845 14
all-images-CVIU11-pattern27-target12 147 0.0189172 3974 0.000729826 14
all-images-CVIU11-pattern27-target120 147 0.0189172 4301 0.000686428 14
all-images-CVIU11-pattern27-target121 147 0.0189172 4804 0.000617675 14
all-images-CVIU11-pattern27-target122 147 0.0189172 3315 0.000887591 14
all-images-CVIU11-pattern27-target123 147 0.0189172 4939 0.000601875 14
all-images-CVIU11-pattern27-target124 147 0.0189172 3648 0.000813048 14
all-images-CVIU11-pattern27-target125 147 0.0189172 4490 0.000657038 14
all-images-CVIU11-pattern27-target126 147 0.0189172 1342 0.00215656 14
all-images-CVIU11-pattern27-target127 147 0.0189172 1570 0.00182355 14
all-images-CVIU11-pattern27-target128 147 0.0189172 4476 0.000662553 14
all-images-CVIU11-pattern27-target129 147 0.0189172 1751 0.00165359 14
all-images-CVIU11-pattern27-target13 147 0.0189172 3947 0.0007367 14
all-images-CVIU11-pattern27-target130 147 0.0189172 1721 0.00169959 14
all-images-CVIU11-pattern27-target131 147 0.0189172 2645 0.00111505 14
all-images-CVIU11-pattern27-target132 147 0.0189172 3025 0.000976431 14
all-images-CVIU11-pattern27-target133 147 0.0189172 2792 0.00105705 14
all-images-CVIU11-pattern27-target134 147 0.0189172 3182 0.000931442 14
all-images-CVIU11-pattern27-target135 147 0.0189172 2888 0.00102235 14
all-images-CVIU11-pattern27-target136 147 0.0189172 3109 0.000955523 14
all-images-CVIU11-pattern27-target137 147 0.0189172 1765 0.00167306 14
all-images-CVIU11-pattern27-target138 147 0.0189172 5530 0.00053759 14
all-images-CVIU11-pattern27-target139 147 0.0189172 2051 0.001447 14
all-images-CVIU11-pattern27-target14 147 0.0189172 1845 0.00155106 14
all-images-CVIU11-pattern27-target140 147 0.0189172 2299 0.00127614 14
all-images-CVIU11-pattern27-target141 147 0.0189172 2036 0.00142859 14
all-images-CVIU11-pattern27-target142 147 0.0189172 2988 0.000992252 14
all-images-CVIU11-pattern27-target143 147 0.0189172 2450 0.00121132 14
all-images-CVIU11-pattern27-target144 147 0.0189172 3449 0.000843413 14
all-images-CVIU11-pattern27-target145 147 0.0189172 2119 0.00138123 14
all-images-CVIU11-pattern27-target146 147 0.0189172 4549 0.000655522 14
all-images-CVIU11-pattern27-target15 147 0.0189172 1385 0.00211024 14
all-images-CVIU11-pattern27-target16 147 0.0189172 2185 0.00129714 14
all-images-CVIU11-pattern27-target17 147 0.0189172 4361 0.000679501 14
all-images-CVIU11-pattern27-target18 147 0.0189172 4299 0.000684739 14
all-images-CVIU11-pattern27-target19 147 0.0189172 5916 0.000499412 14
all-images-CVIU11-pattern27-target2 147 0.0189172 3621 0.000793179 14
all-images-CVIU11-pattern27-target20 147 0.0189172 4682 0.000627565 14
all-images-CVIU11-pattern27-target21 147 0.0189172 3875 0.000755541 14
all-images-CVIU11-pattern27-target22 147 0.0189172 2858 0.00103046 14
all-images-CVIU11-pattern27-target23 147 0.0189172 4264 0.00068475 14
all-images-CVIU11-pattern27-target24 147 0.0189172 1478 0.0019464 14
all-images-CVIU11-pattern27-target25 147 0.0189172 2778 0.00102132 14
all-images-CVIU11-pattern27-target26 147 0.0189172 2123 0.00133785 14
all-images-CVIU11-pattern27-target27 147 0.0189172 3551 0.00082151 14
all-images-CVIU11-pattern27-target28 147 0.0189172 1718 0.00166519 14
all-images-CVIU11-pattern27-target29 147 0.0189172 5578 0.000530627 14
all-images-CVIU11-pattern27-target3 147 0.0189172 4501 0.000650522 14
all-images-CVIU11-pattern27-target30 147 0.0189172 4854 0.000607689 14
all-images-CVIU11-pattern27-target31 147 0.0189172 4105 0.000713602 14
all-images-CVIU11-pattern27-target32 147 0.0189172 5970 0.000495188 14
all-images-CVIU11-pattern27-target33 147 0.0189172 5714 0.000520462 14
all-images-CVIU11-pattern27-target34 147 0.0189172 3733 0.000788498 14
all-images-CVIU11-pattern27-target35 147 0.0189172 5635 0.000526906 14
all-images-CVIU11-pattern27-target36 147 0.0189172 3115 0.000938237 14
all-images-CVIU11-pattern27-target37 147 0.0189172 5352 0.0005553 14
all-images-CVIU11-pattern27-target38 147 0.0189172 5172 0.000572718 14
all-images-CVIU11-pattern27-target39 147 0.0189172 3218 0.00089893 14
all-images-CVIU11-pattern27-target4 147 0.0189172 4104 0.000711693 14
all-images-CVIU11-pattern27-target40 147 0.0189172 3803 0.000765405 14
all-images-CVIU11-pattern27-target41 147 0.0189172 3632 0.000794144 14
all-images-CVIU11-pattern27-target42 147 0.0189172 3834 0.000766414 14
all-images-CVIU11-pattern27-target43 147 0.0189172 4856 0.000606934 14
all-images-CVIU11-pattern27-target44 147 0.0189172 5972 0.00048936 14
all-images-CVIU11-pattern27-target45 147 0.0189172 5640 0.000517357 14
all-images-CVIU11-pattern27-target46 147 0.0189172 3794 0.000779673 14
all-images-CVIU11-pattern27-target47 147 0.0189172 4962 0.000601792 14
all-images-CVIU11-pattern27-target48 147 0.0189172 2867 0.00101852 14
all-images-CVIU11-pattern27-target49 147 0.0189172 3737 0.000789246 14
all-images-CVIU11-pattern27-target5 147 0.0189172 5182 0.000567865 14
all-images-CVIU11-pattern27-target50 147 0.0189172 5306 0.000560531 14
all-images-CVIU11-pattern27-target51 147 0.0189172 3366 0.0008797 14
all-images-CVIU11-pattern27-target52 147 0.0189172 3375 0.000875014 14
all-images-CVIU11-pattern27-target53 147 0.0189172 2639 0.0011141 14
all-images-CVIU11-pattern27-target54 147 0.0189172 2754 0.00106809 14
all-images-CVIU11-pattern27-target55 147 0.0189172 2607 0.00112455 14
all-images-CVIU11-pattern27-target56 147 0.0189172 2308 0.00126677 14
all-images-CVIU11-pattern27-target57 147 0.0189172 5944 0.00050338 14
all-images-CVIU11-pattern27-target58 147 0.0189172 2365 0.0012406 14
all-images-CVIU11-pattern27-target59 147 0.0189172 4838 0.000603981 14
all-images-CVIU11-pattern27-target6 147 0.0189172 4896 0.000599351 14
all-images-CVIU11-pattern27-target60 147 0.0189172 3476 0.000839549 14
all-images-CVIU11-pattern27-target61 147 0.0189172 4779 0.000617367 14
all-images-CVIU11-pattern27-target62 147 0.0189172 5025 0.000584736 14
all-images-CVIU11-pattern27-target63 147 0.0189172 4373 0.000673109 14
all-images-CVIU11-pattern27-target64 147 0.0189172 3646 0.000810028 14
all-images-CVIU11-pattern27-target65 147 0.0189172 3468 0.000850081 14
all-images-CVIU11-pattern27-target66 147 0.0189172 2657 0.00110727 14
all-images-CVIU11-pattern27-target67 147 0.0189172 5219 0.00056612 14
all-images-CVIU11-pattern27-target68 147 0.0189172 5540 0.000532098 14
all-images-CVIU11-pattern27-target69 147 0.0189172 5931 0.000498083 14
all-images-CVIU11-pattern27-target7 147 0.0189172 4754 0.00061662 14
all-images-CVIU11-pattern27-target70 147 0.0189172 5232 0.000562579 14
all-images-CVIU11-pattern27-target71 147 0.0189172 4700 0.000625756 14
all-images-CVIU11-pattern27-target72 147 0.0189172 4314 0.000680362 14
all-images-CVIU11-pattern27-target73 147 0.0189172 5242 0.00056331 14
all-images-CVIU11-pattern27-target74 147 0.0189172 5448 0.000540855 14
all-images-CVIU11-pattern27-target75 147 0.0189172 5528 0.000533724 14
